Comp,Epsilon,sTot,pTot,dTot,fTot,NAtom,AverageMass,DevMass,RedMass,AvgENeg,DiffENeg,DevENeg,AvgDipole,DevDipole,DiffDipole,TotalVolume,totalAtoms,density,OmegaAvg,OmegaDev,OmegaMax,OmegaMin,eHull,formE,gap,symm,lattA,lattB,lattC,lattAlpha,lattBeta,lattGamma
Nb2CoO6,18.4,1.7777777777777777,2.6666666666666665,1.6666666666666667,0.0,36,37.85999266666667,32.26918917776755,2.418269421320787,2.857777777777778,1.8399999999999999,0.8269055807685498,33.46111111111111,42.019011687685804,100.76,0.9825146999999999,9.0,5.312053976129024,0.01025624785334422,0.0033809475719808364,0.01297473584271369,0.0039394881236685,0,-2.7002506774999997,2.3241,Orthorhombic,5.09799879,5.83211382,14.33002582,90.0,90.0,90.0,
CoO,5.3,2.0,2.0,3.5,0.0,4,37.466097,21.467097,12.583004987228854,2.66,1.56,0.78,31.475,26.235,52.47,0.222775,2.0,5.1361339511716935,0.003765595466777232,0.001449923753353768,0.005687988143490579,0.0021865616633875732,0,-1.330034740625,0.5880000000000001,Cubic,3.2619082487158386,3.261908146642729,5.585305586062272,90.00000331825537,73.02179187221702,60.00000068923738,
Cr2O3,5.73,1.6,2.4,2.0,0.0,10,30.397839999999995,17.634905443988067,4.425245903025912,2.7279999999999998,1.78,0.8720183484308114,34.504000000000005,35.840933916403465,73.16000000000001,0.5217875,5.0,4.892943122435522,0.0069831630291638655,0.0025922151790682088,0.009591403517614252,0.003331401596605013,0,-2.3488027157499998,2.4365,Trigonal,5.453309718449264,5.453309716554892,5.453309715155595,55.67345218464847,55.67345214950331,55.673452174419324,
CsAlH24(SO10)2,5.0,1.4791666666666667,1.8541666666666667,0.0,0.0,192,11.83706230125,19.82513410430815,0.039735249601487464,2.6908333333333334,2.65,0.6741192814002248,14.788137045168334,56.770669207178656,396.49289257633,4.3380572,48.0,1.4117112465326418,0.07754898350007415,0.01764975029396438,0.10121919851199104,0.011808624525830674,0.7885623447395762,-0.8743534044792707,0.42810000000000015,Cubic,13.87885595,13.87885595,13.87885595,90.0,90.0,90.0,
CsBr,3.36,1.5,2.5,5.0,0.0,2,106.40472598,26.50072598,49.902281762409366,1.875,2.17,1.085,211.4,189.6,379.2,2.0439091,2.0,3.485262274052874,0.0008647153360580685,0.0005017661455772216,0.0015376327944890955,0.00033321694965669573,0,-1.8097424749999997,4.2579,Cubic,5.234073673585002,5.234074226286061,5.23407327,59.99999926802566,59.99999580514229,60.00000449139141,
Cs2CO3,6.53,1.6666666666666667,2.3333333333333335,0.0,0.0,24,54.30315065333335,55.59810161644016,3.4987418898614524,2.408333333333333,2.65,1.1868082780672238,139.70833333333334,184.84017568489327,395.76,3.9645772,6.0,4.13806747603088,0.006369657731504141,0.0038729502400777194,0.010786856827133803,0.0012584365807878463,0,-2.085801930416667,3.6172000000000004,Monoclinic,6.194108786697522,10.503088100283344,8.108661762760526,89.99993096723604,97.5246383245433,89.99917018221775,
CsI,3.68,1.5,2.5,5.0,0.0,2,129.90496098,3.000490979999995,64.9178284410977,1.725,1.87,0.935,217.8,183.20000000000002,366.4,2.1334131,2.0,3.5549500966600682,0.0006514233984040427,0.0003275814843756391,0.001084351032540869,0.00029214959898447043,0,-1.5683344499999998,3.8571999999999997,Cubic,5.557277545577925,5.557277566921295,5.55727772,59.99999908879792,59.999998961751366,60.000003209333975,
CsNO3,13.0,1.8,3.0,0.0,0.0,10,38.981890392,46.96811752672734,3.7533488276129194,2.8299999999999996,2.65,1.0316976301223144,84.864,158.07064263803065,395.76,2.0636726,5.0,3.471116381824277,0.007743173012271779,0.003291298300320907,0.010414571418024455,0.0012150043201372468,0.0042585357777786825,-1.5074851492260002,3.0696,Orthorhombic,5.7236688,5.21069754,6.25279838,90.0,90.0,90.0,
HgCl2,6.5,2.0,3.3333333333333335,3.3333333333333335,4.666666666666667,12,90.49733333333334,77.84868537247256,16.285920015390463,2.74,1.2600000000000002,0.5939696961967,27.923333333333332,4.233212596703463,8.979999999999997,0.5695239,3.0,4.602845139816907,0.0026816653280900904,0.0006439753887555412,0.003211076560782925,0.0015383529952998447,0,-0.9932481921733335,2.8686,Orthorhombic,4.36733969,6.60372221,13.58439665,90.0,90.0,90.0,
HgSe,7.5,2.0,2.0,10.0,7.0,2,139.7815,60.810500000000005,56.66325955866835,2.2249999999999996,0.6499999999999999,0.32499999999999996,30.074999999999996,3.834999999999999,7.669999999999998,0.6613893,2.0,7.517549409192663,0.0009465856881604465,0.00010075035821599454,0.0010714607829357327,0.0008247292039796876,0,-0.2098030342968753,0.0,Cubic,4.436587866164682,4.436587869931415,4.43658787,60.00000007404982,60.00000004596461,60.00000005872829,
KBrO3,6.59,1.8,3.4,2.0,0.0,5,33.39986,24.91375941840974,4.432559332509475,2.82,2.62,1.0171332262786426,65.62400000000001,112.67069354539362,285.36,1.5206677999999998,5.0,3.0090500571660272,0.006974207493222703,0.0029509761795773943,0.009583487660657726,0.0012941862676043166,0,-1.0634005367500001,3.8455000000000004,Trigonal,4.5417462334945995,4.5417462300506495,4.541746235972076,83.81650206435097,83.81650211838252,83.81650211222411,
KCN,6.15,1.6666666666666667,1.6666666666666667,0.0,0.0,3,21.705433333333335,12.32557942284617,5.548575170894662,2.1366666666666667,2.22,0.9522721366406887,106.24333333333334,130.4666793561568,283.0,1.4510134,3.0,1.6118169456705744,0.0037566112519624704,0.0017834597586787512,0.005689095571319835,0.001156733541848334,0.16821418854166836,-0.35645439704333387,5.2873,Orthorhombic,5.7805674196447345,4.471684561531442,4.471684667990621,72.39671591485865,50.19756586585843,50.19756496221835,
K2CO3,4.96,1.6666666666666667,2.3333333333333335,0.0,0.0,24,23.0341,11.446277946127292,3.1063439479090826,2.418333333333333,2.62,1.1731782567974154,102.90833333333335,132.8280989872081,285.36,2.7533195999999998,6.0,2.2889258362756384,0.0069108442930541,0.003970769952735337,0.011447907095763859,0.0015459637118300188,0,-2.1328492495833338,3.6392,Monoclinic,5.731759236288926,7.147308394100012,9.87039588,90.0,90.0,97.32860825786382,
KCl,2.468,1.5,2.5,0.0,0.0,2,37.274150000000006,1.8241499999999995,18.592439197137967,1.99,2.3400000000000003,1.17,157.76500000000001,132.835,265.67,1.3890547999999998,2.0,1.8931437319734883,0.001676935742222499,0.0009894320520305,0.0030053054868812985,0.000631910950131179,0,-2.25435982663,5.027,Cubic,4.522152773700166,4.522152776603284,4.52215277,59.99999997515288,59.99999995391646,59.999999990514084,
KClO3,5.1,1.8,3.4,0.0,0.0,10,24.509059999999998,10.48630969857366,4.1442699304846125,2.86,2.62,1.0257485071887749,66.25000000000001,112.43391410068405,285.36,1.4714422999999996,5.0,2.199650008548912,0.007409169089044761,0.003012030252805991,0.009911213909678017,0.0013384435177864935,0.02124507862500291,-1.285155295402,5.4604,Monoclinic,4.751183744616914,5.70128927,7.236104145597221,90.0,109.2710093654624,90.0,
KClO4,5.9,1.8333333333333333,3.5,0.0,0.0,24,23.090716666666665,10.084347523169539,3.2916291568668936,2.9566666666666666,2.62,0.9610006359114557,56.08166666666668,105.12593660568369,285.36,1.4989047999999996,6.0,2.374709994297047,0.008889800434967333,0.0031765163703043418,0.011121040350692283,0.0015018225319394483,0,-1.2010715459599997,5.539,Orthorhombic,5.79013448,7.41812879,9.02232637,90.0,90.0,90.0,
K2CrO4,7.3,1.5714285714285714,2.2857142857142856,0.7142857142857143,0.0,28,27.741242857142854,14.130942027930576,3.121089306187429,2.437142857142857,2.62,1.1866605518454392,97.22285714285715,124.77815899934295,285.36,2.9251249999999995,7.0,2.590692109097796,0.007289420674934055,0.003991472155498964,0.011420832680009414,0.001542307492057685,0,-2.0865466521428564,3.0699,Orthorhombic,6.047998490050953,7.771118950004534,10.593160450094127,90.00010858797187,90.0004690732261,89.99994396212178,
KF,6.05,1.5,2.5,0.0,0.0,2,29.0483515815,10.049948418500001,12.785669856409214,2.4,3.16,1.58,147.15,143.45000000000002,286.90000000000003,1.3163067999999998,2.0,2.418272424552948,0.0032605632667816083,0.0026454220073894963,0.006921336105798834,0.0007620128991237943,0,-2.956092243095,5.9956,Cubic,3.8353362075741937,3.8353362066959993,3.83533621,60.00000005775293,60.00000006532734,59.99999998618074,
KI,3.76,1.5,2.5,5.0,0.0,2,83.001385,43.903085000000004,29.88955569476943,1.74,1.8400000000000003,0.92,162.60000000000002,128.0,256.0,1.5277843,2.0,2.972226224234307,0.001008728613414147,0.0004523999864378814,0.0015980566092177067,0.0004983842811860488,0,-1.49920484,3.8512999999999997,Cubic,5.080804801325093,5.0808048021385215,5.0808048,60.000000013923334,60.00000000862731,60.00000001104755,
KIO3,10.0,1.8,3.4,2.0,0.0,20,42.799954,42.993360556858825,4.52553761009104,2.76,2.62,1.0159527548070335,68.18400000000001,111.7878379073502,285.36,1.6101717999999998,5.0,3.8227842488920345,0.006695566814607502,0.0030041176073524953,0.009484529191792351,0.0012808225845691234,0,-1.3865853862500004,2.7768000000000006,Triclinic,7.788232794350618,7.790910110211715,7.791546225592496,108.92566535292427,108.89264242473371,108.78905218493533,
KNO3,4.37,1.8,3.0,0.0,0.0,20,20.220459999999996,9.47039705431615,3.5151713415794266,2.836,2.62,1.0198352808174467,62.78400000000001,113.91166711096804,285.36,1.4580437999999998,5.0,1.990465411124773,0.00808958767289054,0.0032710426435986198,0.010761619123217964,0.001453285085724296,0,-1.515823282726,2.9158,Orthorhombic,5.49905856,6.59908829,9.29708997,90.0,90.0,90.0,
K3PO4,7.75,1.625,2.375,0.0,0.0,32,26.533082749750005,10.823823742895234,2.785277173575298,2.30125,2.62,1.213553022121407,114.71125,136.3850469660714,285.36,4.2129277,8.0,2.5100067034717153,0.00667898104965212,0.004281150790139259,0.012089731529977209,0.001632637832816451,0,-2.5583683522619047,4.0019,Orthorhombic,6.01276839,8.2156366,11.37102057,90.0,90.0,90.0,
KCSN,7.9,1.75,2.25,0.0,0.0,16,24.294075000000003,11.577699603845101,4.729967013388748,2.2474999999999996,2.22,0.8467400722772013,85.915,118.3464795631877,283.0,1.6558517,4.0,1.8100256812679953,0.004062100316370783,0.0016339364354233798,0.006161761873524268,0.00125283826693286,0.004644390520832431,-0.6920698281731248,4.1109,Orthorhombic,6.70334144,6.84992183,7.76653637,90.0,90.0,90.0,
K2SO4,6.4,1.7142857142857142,2.857142857142857,0.0,0.0,28,24.893228571428573,10.497346119134015,3.008783290666893,2.5685714285714285,2.62,1.1434712635708189,89.58428571428571,127.30763952580637,285.36,2.9102632999999996,7.0,2.5313751283432215,0.007560684035583606,0.004002788518938488,0.011632027293036579,0.0015708279198653843,0,-2.3906506623660713,5.2088,Orthorhombic,5.8675972,7.59625604,10.25860648,90.0,90.0,90.0,
KTaO3,4.426,1.8,2.4,0.6,2.8,5,53.608636000000004,64.29508079702819,4.5742571387693545,2.5279999999999996,2.62,1.137477911873457,78.864,110.61381497805779,285.36,1.7109698999999998,5.0,6.79624932709838,0.0063872161907996645,0.0031700248677740614,0.009433885036893049,0.001273983428290541,0,-3.0975575247500005,2.0983,Cubic,4.03083933,4.03083933,4.03083933,90.0,90.0,90.0,
LiBr,3.16,1.5,2.5,5.0,0.0,4,43.422,36.482,6.385400948827783,1.97,1.98,0.99,92.9,71.1,142.2,0.5128803,2.0,2.7887351585091045,0.0030092383100236114,0.0010263445953342437,0.004298517991283241,0.0017871962957089211,0,-1.572895285,4.9350000000000005,Hexagonal,4.188175107228754,4.188175107228754,6.80826051,90.0,90.0,119.9999672569915,
Li2CO3,4.9,1.6666666666666667,2.3333333333333335,0.0,0.0,12,12.314666666666668,4.053583462677054,1.7890586371551975,2.4716666666666662,2.46,1.1007030581506632,60.708333333333336,73.2380175447758,158.76,0.9025195999999998,6.0,1.9967522436791685,0.009920846222830002,0.004486642357250276,0.015084766058269158,0.003376401265316033,0,-2.2600029970833333,5.0573999999999995,Monoclinic,4.906923252163132,4.906923250738657,6.347791796166142,69.38285142979666,69.38285145015887,61.86175264847738,
LiCl,2.7,1.5,2.5,0.0,0.0,2,21.195,14.255,5.803798065581505,2.0700000000000003,2.18,1.09,94.465,69.535,139.07,0.4636548,2.0,2.0582442680668143,0.0035350429264253565,0.001436530702981945,0.005378989078709674,0.0018746068305444989,0,-2.10683898663,6.25,Cubic,3.6435425541718334,3.6435425581063354,3.64354255,59.99999998280742,59.99999994708606,59.99999994802774,
LiF,1.96,1.5,2.5,0.0,0.0,2,12.9692015815,6.029201581499999,5.0831547772106775,2.48,3.0,1.5,83.85,80.14999999999999,160.3,0.3909068,2.0,2.5304311356717037,0.005879869911787339,0.003763857200352313,0.010977034158542181,0.0020030863661214798,0,-3.180438733095,8.7161,Cubic,2.8874191875738835,2.8874191813692853,2.88741919,60.00000001568723,60.00000008677023,60.00000005290798,
LiI,3.8,1.5,2.5,5.0,0.0,4,66.922235,59.982235,6.58015248444706,1.82,1.6800000000000002,0.8400000000000001,99.3,64.69999999999999,129.4,0.6023843,2.0,3.3163004653100696,0.0025859878175567464,0.0006717290847132219,0.0034059158243853306,0.0017605499971719103,0,-1.235266045,4.3818,Hexagonal,4.56607297,4.566073255407151,7.42356468,90.0,90.0,119.99999785987013,
LiIO3,7.39,1.8,3.4,2.0,0.0,40,36.368294,45.403850203762936,2.9456479504790742,2.792,2.46,0.9550371720514338,42.864000000000004,61.62616379428464,158.76,0.6847717999999998,5.0,3.893147538163604,0.008667649106544134,0.0032698741181126766,0.011756023522845454,0.0026313336610123647,0,-1.39908059475,3.7255000000000003,Tetragonal,6.2273072,9.982010920000002,9.982010920000002,90.0,90.0,90.0,
LiNbO3,43.9,1.6,2.4,0.8,0.0,10,29.568673999999998,31.862607485846222,2.9208383031085643,2.5799999999999996,2.46,1.071372950937254,57.144000000000005,66.16220842747013,158.76,0.7659885999999998,5.0,4.41286632823977,0.008391863321891617,0.0035467762086666176,0.011805845874726675,0.0026424853256310256,0,-2.9132549957499996,3.3358000000000003,Trigonal,5.5923992107529195,5.592399206632355,5.59239920198516,55.675868728718754,55.675868821245906,55.67586870528179,
LiTaO3,40.6,1.8,2.4,0.6,2.8,10,47.176975999999996,66.97741045602093,2.966211366448482,2.5599999999999996,2.46,1.090247678282325,53.544000000000004,63.855419691675344,158.76,0.7855698999999998,5.0,7.1783684782904125,0.008287714524777045,0.0035561757494134497,0.011715203027222742,0.002622196868798355,0,-3.1445666987500003,3.7003,Trigonal,5.533819200776061,5.53381920061749,5.533819203075146,56.14486292364526,56.1448628789652,56.14486289752374,
Mg3B7ClO13,12.0,2.0,2.6666666666666665,0.0,0.0,96,16.33425,5.668233611173179,0.6204476638120112,2.75375,2.13,0.8192110661077114,18.72625,21.004818655985424,65.65,2.3359141999999995,24.0,2.8563599525434786,0.019326351604130383,0.006059125653950534,0.025615231782178484,0.006421671574140132,0,-2.9344106337990277,5.9272,Orthorhombic,8.6430927,8.62880872,12.22371966,90.0,90.0,90.0,
MgO,2.95,2.0,2.0,0.0,0.0,2,20.152,4.153,9.648067065303692,2.375,2.13,1.065,38.065,32.824999999999996,65.65,0.43706249999999996,2.0,3.47143263461452,0.003747577414316214,0.0020362486479810686,0.006495771059354271,0.001628472805504704,0,-3.070604288125,4.444899999999999,Cubic,3.009788131990032,3.009788133553474,3.00978813,59.99999992914805,59.99999991196469,60.000000021948104,
MnO,4.95,2.0,2.0,2.5,0.0,4,35.468522,19.469521999999998,12.39061731915415,2.495,1.89,0.945,36.019999999999996,30.779999999999998,61.559999999999995,0.27349999999999997,2.0,5.190707717232723,0.003585852185528588,0.0016104450874814078,0.005731976414826708,0.0018525528680469693,0,-2.0003995317946544,1.6822999999999997,Cubic,3.1973556027693917,3.197453215672965,5.448588155511604,89.99985607947636,72.9375174432794,59.998930760540034,
AsH6NO4,79.0,1.5,1.8333333333333333,0.8333333333333334,0.0,24,13.247716249999998,19.860735980525867,0.15905491503756886,2.681666666666667,1.2599999999999998,0.5825494733401523,7.116887045168332,6.890292261621835,25.29289257633,0.7521040999999997,12.0,2.2628113305503392,0.037399498793764197,0.007624467516484575,0.05059147247340157,0.018833233966778194,0.035826407475955335,-1.2426314349249996,4.1512,Tetragonal,6.72078629271751,6.72078629271751,6.72078629271751,110.80195782307521,110.80195782307521,106.84132460246316,
PH6NO4,55.5,1.5,1.8333333333333333,0.0,0.0,24,9.585396833166666,9.499913946616264,0.1585772488860363,2.6825000000000006,1.25,0.581837964270695,6.711053711834999,5.556681420396796,20.42289257633,0.6932573999999998,12.0,1.7613700989646475,0.03763313439231144,0.0073716081687384295,0.050667610959252374,0.02052941860940832,0,-1.5604643939329357,5.506399999999999,Tetragonal,6.563576747820659,6.563576743626151,6.563576742974474,105.47054943459167,111.50783706153352,111.50783694850267,
NaCl,2.33,1.5,2.5,0.0,0.0,2,29.219884640000004,6.230115360000001,13.945765546595258,2.045,2.23,1.115,93.815,68.88499999999999,137.76999999999998,0.7771672999999999,2.0,2.105306382706266,0.002106017976937454,0.001035937267094252,0.0034700491753450594,0.0009610626415259084,0,-2.10479797913,5.003299999999999,Cubic,4.0246351157711695,4.024635114516711,4.02463512,59.99999995493113,59.99999996524192,60.00000001397137,
NaClO3,4.8,1.8,3.4,0.0,0.0,20,21.287353856,7.581277248522724,3.857755699151971,2.8819999999999997,2.51,0.9820061099606253,40.67,61.48971165975654,157.45999999999998,0.8595547999999997,5.0,2.3616537626670273,0.007845008964552425,0.0028821888809450304,0.010272673997869797,0.0018272817416166425,0.005435713999998981,-1.2144897229020004,5.6182,Cubic,6.68960613,6.68960613,6.68960613,90.0,90.0,90.0,
NaF,1.73,1.5,2.5,0.0,0.0,2,20.994086221499998,1.995683058500001,10.402188997359126,2.455,3.05,1.525,83.19999999999999,79.5,159.0,0.7044193,2.0,2.692671781129626,0.003855908073216327,0.002784031767024925,0.007673426055635931,0.0011127830591286113,0,-2.957768970595,6.0943,Cubic,3.320747621319205,3.3207476228611257,3.32074762,60.000000028501205,60.00000001314131,59.99999996660784,
TePb,33.0,2.0,3.0,10.0,7.0,2,167.39999999999998,39.8,78.96869772998805,1.9500000000000002,0.30000000000000004,0.15000000000000002,42.05,5.050000000000001,10.100000000000001,0.9455374999999999,2.0,7.854950499090787,0.0006647001854873904,4.518296618162639e-05,0.000720687814179085,0.0006100363556828731,0,-0.41397144500000005,0.8071999999999999,Cubic,4.643035649402406,4.643035649420117,4.64303565,59.99999992462265,59.99999992449648,59.99999994979049,
RbP(HO2)2,36.4,1.625,2.375,0.0,0.0,16,22.80669524975,25.32010099562449,0.438956837552358,2.64625,2.62,0.8987343531322256,46.7130268559175,103.04643874870425,314.29289257633,1.9434721999999998,8.0,2.7098117967772417,0.022101969454858164,0.008327034397509684,0.030453692459218754,0.003896990421778816,0,-2.2424823194169043,5.2329,Orthorhombic,6.653561133173085,6.653561136324189,6.601194640075669,108.00080579120849,108.00080578751403,112.75576033419597,
Se,7.73,2.0,4.0,10.0,0.0,64,78.971,0.0,78.971,2.55,0.0,0.0,26.24,0.0,0.0,0.2744,1.0,3.4384069496957093,0.0009075973893118888,0.0,0.0009075973893118888,0.0009075973893118888,0,0.0,1.6545,Monoclinic,10.153863386096681,15.30902371,15.739181373736827,90.0,94.04286936273206,90.0,
Si,12.1,2.0,2.0,0.0,0.0,2,28.085,0.0,28.085000000000004,1.9,0.0,0.0,37.31,0.0,0.0,0.2299968,1.0,2.281194137085888,0.0013933193141593193,0.0,0.0013933193141593193,0.0013933193141593193,0,0.0,0.6118999999999994,Cubic,3.866974622849504,3.866974623775052,3.86697462,60.000000032293386,60.00000002437586,60.0000000241681,
SnO2,4.8,2.0,3.3333333333333335,3.3333333333333335,0.0,6,50.236,48.41842973496765,7.494470777644929,2.9466666666666668,1.48,0.6976786907707269,17.62666666666667,17.51739199259474,37.16,0.4800778,3.0,6.6088669600194,0.0055988318228121295,0.0020976419435146322,0.007370218809661199,0.002232171393084382,0,-2.1247988141666667,0.6519000000000004,Tetragonal,3.24322132,4.82933499,4.83533691,90.0,90.0,90.0,
SrO,3.31,2.0,2.0,0.0,0.0,2,51.8095,35.810500000000005,13.528719443345333,2.195,2.49,1.2449999999999999,95.62,90.38000000000001,180.76,1.0212999999999999,2.0,4.8775253621780745,0.002797183191844672,0.0019593709550653157,0.0054855796019535824,0.000871525301244011,0,-3.0937058756249995,3.2748,Cubic,3.6813055428298322,3.681305541997382,3.68130554,60.000000017948224,60.0000000254285,60.000000061352,
TiO2,1.921,2.0,2.6666666666666665,0.6666666666666666,0.0,12,26.621666666666666,15.022719268568595,6.854055050880224,2.8066666666666666,1.9,0.8956685895029602,41.60666666666666,51.43023321830156,109.10000000000001,0.3725773,3.0,3.615938925765292,0.005878425078618341,0.0021785506070913533,0.007706852952042522,0.0022801017803144395,0,-3.518493930555555,2.6774000000000004,Monoclinic,3.76693666,6.435368123486983,6.61621258207433,106.18218429733591,90.0,107.01814416716509,
ZnS,5.2,2.0,2.0,5.0,0.0,2,48.72,16.659999999999997,21.511522988505746,2.115,0.9300000000000002,0.4650000000000001,31.865,6.934999999999999,13.869999999999997,0.46764549999999994,2.0,3.99892948600717,0.0016735568857106115,0.00020784647598309937,0.001928215433768404,0.0014190977399217218,0,-1.14063300703125,2.0186,Cubic,3.853922998069512,3.853922997614662,3.853923,59.99999997952571,59.999999983429866,59.99999998504907,
ZnSe,5.755,2.0,2.0,10.0,0.0,2,72.1755,6.795500000000004,35.76784352030813,2.0999999999999996,0.8999999999999999,0.44999999999999996,32.519999999999996,6.279999999999999,12.559999999999999,0.5372071999999999,2.0,5.064264209063219,0.001227251149094558,0.0001013428549031664,0.001348592308045057,0.0011005290464097817,0,-0.7117495692968752,1.1693,Cubic,4.060447342451761,4.060447347355043,4.06044735,60.00000005992021,60.00000001997405,60.00000010029789,
ZrO2,5.75,2.0,2.6666666666666665,0.6666666666666666,0.0,12,41.074,35.46140507650536,7.354572132609714,2.7366666666666664,2.11,0.9946635388690768,43.82666666666666,54.569787326769834,115.76,0.46452499999999997,3.0,5.56361049343845,0.00554255914551975,0.0022528923340336513,0.00743998672937149,0.0018793693252021396,0,-3.832750589166667,3.4737000000000005,Monoclinic,5.233649151106721,5.2684599,5.4184762070257415,90.0,100.05484517713676,90.0,
