Comp,Epsilon,Material ID,cm0,cm1,cm2,AvgElectron,sTot,pTot,dTot,fTot,NAtom,AvgIonicRad,DevIonicRad,VolumeAverageMass,AverageMass,DevMass,RedMass,AvgENeg,DiffENeg,DevENeg,AvgDipole,DevDipole,DiffDipole,TotalVolume,totalAtoms,density,OmegaAvg,OmegaDev,OmegaMax,OmegaMin,eHull,formE,gap,symm,lattA,lattB,lattC,lattAlpha,lattBeta,lattGamma
Ag3AsS3,16.5,mp-561620,11453.62542,5911.285483,5892.712617,2.302240015,1.571428571,2.142857143,5.714285714,0,28,115.8571429,59.08693008,278.1010635,70.67231357,35.13522972,7.4220562,2.244285714,0.65,0.302033922,37.44142857,13.13817059,27.57,1.778872,7,5.206250121,0.002871937,0.000296255,0.003282684,0.002504027,0,-0.387118175,1.7217,Monoclinic,6.408994158,6.886084652,16.47310931,85.28417158,78.78278999,62.26658693
AgCN,12.44,mp-9519,5161.179736,73.12376964,8.25745055,3.84122351,1.666666667,1.666666667,3.333333333,0,3,68.33333333,62.87730557,296.323593,44.62873333,44.72447959,6.100519646,2.506666667,1.11,0.454190366,26.87666667,18.8717184,44.9,0.4518243,3,3.097365134,0.004318897,0.000972433,0.005425635,0.002761962,0.341669376,0.341669376,3.6446,Trigonal,4.340431705,4.340431706,4.340431697,104.8118888,104.8118888,104.8118889
AgNO3,9.5,mp-552185,5737.047064,4622.325908,194.657095,3.849611155,1.8,3,2,0,10,123.6,28.61887489,370.2091316,33.97444,36.95493406,3.728906036,3.058,1.51,0.584889733,15.164,18.69036286,47.26,0.4588547,5,4.141339108,0.008434284,0.002322341,0.010448649,0.00353273,0,-0.770075096,1.8539,Trigonal,6.481331834,6.481339239,6.481295279,47.67122269,47.67091066,47.67141757
NaAg(NO2)2,4.5,mp-558460,5740.242225,4648.76743,317.4746886,2.144687283,1.75,2.75,1.25,0,16,124.75,25.79122913,178.2821096,27.85849616,30.35534487,2.244318496,2.8375,2.51,0.865747509,31.42,51.90756111,157.46,1.250086,8,3.032462477,0.009807474,0.0034915,0.013468171,0.00239569,0.090744393,-0.980132691,2.2443,Orthorhombic,6.722920908,6.722920598,6.925713894,110.8327516,110.8327506,105.5014123
Al2Si(O2F)2,6.62,mp-6280,1258.977285,333.2032591,311.3943957,2.354905612,2,3.333333333,0,0,36,100.1111111,46.47865566,191.3650356,20.44898704,5.023003494,2.150451688,2.982222222,2.37,0.928951354,17.51888889,18.25450717,42.3,0.9617268,9,3.437625026,0.010973143,0.004088752,0.016876673,0.004278554,0,-3.54782511,5.6953,Orthorhombic,4.70801455,8.49746302,8.8887918,90,90,90
Al2O3,9.34,mp-1143,585.1466145,191.4653562,184.7730611,2.682150815,2,2.8,0,0,10,96.6,47.03020306,152.8112421,20.3920154,5.380323081,3.822097023,2.708,1.83,0.896513246,21.544,19.96824038,40.76,0.6672289,5,3.873499296,0.007309428,0.002972861,0.010320483,0.003209305,0,-3.442156073,5.8537,Trigonal,5.177954579,5.177954085,5.177955825,55.28962816,55.28960686,55.28959369
AlPO4,6.05,mp-7848,477.4176928,210.3799648,48.20142778,2.952083626,2,3.333333333,0,0,6,103.8333333,44.09994961,199.2714219,20.32521675,6.22578965,3.131229236,2.926666667,1.83,0.745020507,15.315,15.49214828,40.76,0.6119859,6,2.103307794,0.009143735,0.002824679,0.011402326,0.00354572,0,-3.138482889,5.6637,Tetragonal,5.177224134,5.177224136,5.177224137,87.93822639,121.1974196,121.1974196
BaCO3,8.53,mp-5504,9959.132029,7251.797027,7247.859586,1.958143773,2,2.8,0,0,20,106.4,57.2,157.6347762,39.467,48.95437183,3.596467395,2.752,2.55,0.992761804,60.85,103.744148,262.76,1.2518494,5,4.099746372,0.007960753,0.003182216,0.010639294,0.001584488,0,-2.696144611,4.3837,Orthorhombic,5.37774023,6.59571539,9.01356166,90,90,90
BaH2(CO2)2,9,mp-690851,9909.803632,7382.839049,7285.154423,1.659036059,1.777777778,2.222222222,0,0,36,64.77777778,79.14512377,156.4471407,25.26233333,40.04090677,0.415292994,2.683333333,2.55,0.817108724,37.67046832,81.68084407,263.4928926,1.4532768,9,3.125280364,0.023124976,0.007457947,0.031309315,0.004662832,0.134628801,-1.82684048,4.6763,Orthorhombic,9.08559185,7.70586604,6.90181066,90,90,90
BaH4(ClO)2,9,mp-690703,9849.327571,7403.219096,7321.445841,1.525040012,1.555555556,2,0,0,36,68.33333333,96.57927084,159.7724983,27.13966667,41.17585137,0.240560342,2.543333333,2.55,0.786949102,38.48538108,81.56324067,263.4928926,1.52878,9,2.996539602,0.026891692,0.007903449,0.04113759,0.006126536,0.023386663,-1.888088959,5.2435,Monoclinic,6.819023715,11.05456463,7.183996319,90,91.11495324,90
BaF2,2.08,mp-1029,7854.389393,114.438842,71.74956969,2.171403488,2,3.333333333,0,0,3,130.6666667,3.064129385,154.9969759,58.44126878,55.78063549,8.88463259,2.95,3.09,1.456639969,91.8,124.5922148,264.3,1.1311434,3,4.694961429,0.005646733,0.003108879,0.008302941,0.001008109,0,-4.180652951,6.6189,Cubic,4.442808966,4.442808965,4.44280897,60.00000004,60.00000004,59.99999998
Ba(NO3)2,4.85,mp-4396,9645.4941,7315.146609,7315.146609,1.941689876,2,3.333333333,0,0,36,137.4444444,4.573136806,184.7389973,29.03722222,38.29485397,1.90443152,3.067777778,2.55,0.787087144,34.96,82.39771518,262.76,1.4146174,9,3.041012382,0.012279147,0.003492436,0.014620701,0.002177431,0,-1.686542396,3.6154,Cubic,8.29526906,8.29526906,8.29526906,90,90,90
Ba2NaNb5O15,235,mp-15983,11535.44014,7455.362416,7404.237605,1.038028197,1.739130435,2.608695652,0.869565217,0,46,119.7391304,26.19694206,206.9675335,43.57220084,42.51704698,0.952891332,2.709130435,2.55,1.020383189,56.83913043,81.40221095,262.76,4.8421151,23,5.022751931,0.01547108,0.006245667,0.020669462,0.00307826,0.012313148,-3.135488008,2.4651,Tetragonal,4.14390326,12.64543682,12.64543682,90,90,90
BaO,34,mp-1342,7848.786664,70.24163601,0,1.888501466,2,2,0,0,2,135,0,136.7069101,76.663,60.664,14.32956363,2.165,2.55,1.275,136.62,131.38,262.76,1.1215673,2,5.75312502,0.002679742,0.001929199,0.005330088,0.000793799,0,-2.833554606,2.0906,Cubic,3.970321984,3.970321978,3.97032198,59.99999998,60.00000003,60.00000002
BaO2,10.7,mp-1105,7852.433661,109.1870661,30.92426714,2.015290902,2,2.666666667,0,0,3,135,0,147.3634539,56.44166667,57.1945677,7.559167368,2.59,2.55,1.202081528,92.82666667,123.8662519,262.76,1.1490298,3,5.39192433,0.005103079,0.002624989,0.007338611,0.001092924,0,-2.167760554,2.2284,Tetragonal,3.865934886,3.865934886,4.432479778,115.8547779,115.854778,89.99999997
BaS,19.23,mp-1500,7855.824769,377.7102767,0,1.754829522,2,2,0,0,2,159.5,24.5,130.4037105,84.6935,52.6335,25.99198061,1.735,1.69,0.845,146.465,121.535,243.07,1.2989431,2,4.178928789,0.001130167,0.000479145,0.001754169,0.000589396,0,-2.410637557,2.1515,Cubic,4.565944845,4.565944839,4.56594484,59.99999999,60.00000004,60.00000002
BaSO4,11.4,mp-3164,10030.60105,7210.87018,7209.67059,1.94569945,2,3.333333333,0,0,24,143.1666667,18.26122182,165.6616575,38.89716667,44.40811316,3.466336298,2.871666667,2.55,0.940220128,52.315,96.72485026,262.76,1.4087931,6,4.250832613,0.008359665,0.003192814,0.010837161,0.001613956,0,-2.833723849,5.9507,Orthorhombic,5.55696133,7.27706852,9.01825908,90,90,90
BaSnO3,22.3,mp-3163,8139.216776,5708.33718,91.89426204,2.060493798,2,2.8,2,0,5,119,32,189.8260732,60.8068,55.19300391,4.920836078,2.634,2.55,1.043524796,65.224,102.4043768,262.76,1.6016451,5,6.869983568,0.006200073,0.002999276,0.009095601,0.001354589,0,-2.601554575,0.3666,Cubic,4.18863396,4.18863396,4.18863396,90,90,90
BaTiO3,2080,mp-5020,7874.187706,844.8845049,78.77104648,1.792356123,2,2.4,0.4,0,5,125.2,19.6,156.0699011,46.6382,46.99414884,4.636394728,2.55,2.55,1.10923397,79.612,103.2372565,262.76,1.4941446,5,5.713575777,0.006401747,0.003089045,0.009370455,0.001395522,0,-3.50617219,2.5087,Trigonal,4.07715918,4.077159178,4.077159173,89.69902153,89.69902161,89.6990215
BaWO4,35.5,mp-19048,17122.70485,14052.31564,8128.624891,2.272719438,2,2.666666667,0.666666667,2.333333333,12,123.5,25.71478174,259.4953812,64.19383333,69.46777803,3.806087053,2.725,2.55,1.037846328,60.66,96.16047074,262.76,1.4842769,6,6.023399912,0.007780355,0.003210293,0.010342166,0.001540237,0,-2.731492457,4.8822,Tetragonal,5.743541787,5.743316126,7.611493632,112.1610765,112.1640856,89.99925419
Be3Al2(SiO3)6,6.86,mp-6030,1543.913747,436.4907139,323.9181018,1.312921738,2,2.965517241,0,0,58,93.51724138,53.27134229,186.5885057,18.53419401,6.096122169,0.572831201,2.801724138,1.87,0.822184093,18.04517241,16.50639011,40.76,2.8806256,29,2.566869225,0.020676838,0.006682071,0.026658612,0.008289886,0,-3.285083059,5.3196,Hexagonal,9.30347139,9.303471395,9.27757703,90,90,120
BeO,7.01,mp-2542,113.1620253,49.82150539,8.00473128,4.880149642,2,2,0,0,4,75.5,59.5,148.9157121,12.50559155,3.49340845,5.764857937,2.505,1.87,0.935,21.475,16.235,32.47,0.1679553,2,2.965548874,0.005655011,0.002103592,0.00840343,0.00329475,0,-3.121645386,7.4598,Hexagonal,2.71031869,2.710318689,4.40295026,90,90,119.9999999
BiOF3,36.8,mp-753455,24186.68076,19930.87227,18593.45932,4.416028727,2,4.4,2,2.8,20,123.3,13.88020173,490.9709101,56.3949219,76.30158252,4.440555459,3.456,2.08,0.805620258,13.268,18.37568219,46.3,0.5743204,5,4.727082906,0.009425367,0.003136347,0.011744459,0.002720785,0,-2.272334145,1.7646,Monoclinic,4.167795928,14.8288524,6.445144913,90,95.91730021,90
Bi2O3,88.452,mp-23262,32753.61782,19174.45119,18732.32409,3.777892003,2,3.6,4,5.6,20,119.4,19.10601999,437.5241963,93.19156,94.54119197,5.074030229,2.824,1.54,0.754442841,23.144,21.92783218,44.76,1.0649875,5,9.060332705,0.006157308,0.002733888,0.008957243,0.002545285,0,-1.659867988,2.1866,Monoclinic,5.933348699,7.597844338,8.27644683,90,90,113.7171409
Ti3(BiO3)4,126.3,mp-23427,29955.56833,20917.09266,19744.68177,1.80032032,2,3.157894737,2.421052632,2.947368421,38,119.0526316,21.09495745,360.7193124,61.65845263,76.91521805,1.202123787,2.815789474,1.9,0.824406107,31.88947368,39.88705495,109.1,3.2477069,19,7.689444953,0.01367088,0.005307307,0.018402476,0.005229237,0,-2.567636173,2.4249,Orthorhombic,5.47042459,5.53592642,16.93558584,99.40666077,90,90
C,5.5,mp-568286,235.9189766,102.2190669,37.55468197,7.285643342,2,2,0,0,16,-8,0,159.3877684,12.011,0,12.011,2.55,0,0,20.53,0,0,0.0753571,1,1.884349765,0.003580339,0,0.003580339,0.003580339,0,0,2.0775,Orthorhombic,4.27452407,4.93472515,8.02832801,90,90,90
CaCO3,9.15,mp-3953,854.9286198,565.2479261,137.3708614,2.28133349,2,2.8,0,0,10,99.4,55.38447436,108.5199655,20.0172,10.14862285,3.381576267,2.774,2.44,0.951621774,41.05,64.24848823,163.76,0.9222819,5,2.613790238,0.008317874,0.00312577,0.010972138,0.001951907,0,-2.703808611,4.9995,Trigonal,6.44983864,6.449838635,6.449838639,46.11682224,46.11682232,46.11682223
CaF2,6.7986,mp-2741,683.3047855,106.4879504,68.16426702,2.579449551,2,3.333333333,0,0,3,119,13.43502884,97.40163885,26.02493544,9.937017245,7.679114368,2.986666667,2.98,1.404785472,58.8,77.92316729,165.3,0.8015759,3,3.089832809,0.006194274,0.003212557,0.008930918,0.001295279,0,-4.245798521,7.1148,Cubic,3.900437571,3.900437572,3.90043757,59.99999993,59.99999993,59.99999996
CaMoO4,24,mp-19330,4525.057161,3490.795709,765.1078823,2.160159901,1.833333333,2.666666667,0.833333333,0,12,118.1666667,25.4323722,175.0069032,33.33733333,29.34920165,3.503988485,2.82,2.44,0.938580488,43.74333333,61.16399422,163.76,1.1429492,6,4.065276241,0.008265636,0.003158293,0.010778778,0.001917509,0,-2.712723471,3.5057,Tetragonal,5.308562802,5.308418499,6.906667073,112.5913725,112.5926994,90.0002568
Ca(NO3)2,6.54,mp-3142,1267.80115,600.6366911,600.6366911,2.217045001,2,3.333333333,0,0,36,133.5555556,12.68517167,151.2243815,18.23177778,7.766499995,1.84243315,3.08,2.44,0.753303834,23.96,51.28843404,163.76,1.0850499,9,2.278112419,0.012563988,0.003381915,0.014864661,0.002644374,0,-1.620290187,3.6222,Cubic,7.82114007,7.82114007,7.82114007,90,90,90
CsPbCl3,14.37,mp-675524,21162.10845,18417.41335,7835.297055,1.919829414,1.8,3.4,2,2.8,10,161.6,32.25895225,164.5520941,89.29109039,70.00187504,10.31176223,2.414,2.37,0.967876025,104.578,148.4595125,376.07,2.7131557,5,3.934998961,0.002923574,0.001191686,0.004035435,0.000733028,0,-1.884677629,2.413,Orthorhombic,5.76365402,11.43859402,8.085590767,44.98074627,90,90
CuBr,6.4,mp-22913,2696.181554,1460.287801,0,6.322676861,1.5,2.5,10,0,2,121,75,409.6137153,71.725,8.179,35.39616301,2.43,1.06,0.53,34.15,12.35,24.7,0.350208,2,5.147663398,0.00154985,0.000222873,0.001825722,0.001279893,0,-0.25428131,0.4859,Cubic,4.029812341,4.029812342,4.02981235,60.00000002,60.00000001,60.00000002
CuCl,10,mp-22914,1653.881448,411.9694559,0,5.468278588,1.5,2.5,5,0,2,113.5,67.5,328.9094881,49.498,14.048,22.75552245,2.53,1.26,0.63,35.715,10.785,21.57,0.3009825,2,4.165254486,0.002136199,0.00045823,0.002716523,0.001596278,0,-0.669330747,0.5612,Cubic,3.821651739,3.821651741,3.82165174,60,59.99999999,60.00000001
CuO,18.1,mp-1692,1903.583355,1361.783305,67.09179268,5.986493789,1.5,2,5,0,4,90.5,44.5,335.3814461,39.7725,23.7735,12.78109817,2.67,1.54,0.77,25.87,20.63,41.26,0.2371777,2,5.938198139,0.003707596,0.001456726,0.005643737,0.002129942,0,-0.953606058,0,Tetragonal,2.938095947,2.938095942,5.155227916,89.71167368,89.71167363,88.60010361
Cu2O,7.11,mp-361,2501.020213,1339.67649,1339.67649,4.570004849,1.333333333,1.333333333,6.666666667,0,6,75.66666667,41.95500235,320.1908108,47.697,22.41387075,10.64088225,2.413333333,1.54,0.725962962,32.74666667,19.45015053,41.26,0.4468929,3,6.028165569,0.003266235,0.001326739,0.006185318,0.002334334,0,-0.649568572,0.4997,Cubic,4.28781269,4.28781269,4.28781269,90,90,90
FeO,14.2,mp-715262,1490.180056,1024.687612,67.99902995,5.547000743,2,2,3,0,4,99,36,315.7976634,35.922,19.923,12.43616941,2.635,1.61,0.805,34.585,29.345,58.69,0.2275001,2,5.577374612,0.003760821,0.001478096,0.005721469,0.002152765,0,-1.668781473,0,Tetragonal,4.16678461,3.204206586,4.53143338,45,90,90
Fe2O3,4.5,mp-715572,4483.009035,1179.94711,1179.468381,3.754244774,2,2.4,2.4,0,40,106.2,35.2726523,330.9830998,31.9374,19.52047366,4.477776383,2.796,1.61,0.788735697,28.716,28.7521106,58.69,0.4824627,5,4.936945918,0.007065514,0.002457922,0.009534977,0.00358764,0,-1.885685816,2.019,Monoclinic,8.23585373,8.232416751,8.223949961,71.0687374,109.5638267,70.17116454
Fe3O4,20,mp-19306,2432.340737,1076.534763,1070.704028,3.107805292,2,2.285714286,2.571428571,0,14,104.1428571,35.63075947,326.1170867,33.07585714,19.71865614,3.292335588,2.75,1.61,0.796743371,30.39285714,29.04401768,58.69,0.7099628,7,4.949993151,0.007974626,0.002892167,0.011119847,0.004183964,0,-1.835756806,0,Cubic,6.020903418,6.020902458,6.047049888,120.1437573,90.00000343,60.2875131
Gd2(MoO4)3,9.5,mp-554558,18894.33024,10711.83636,10573.14574,1.683779368,1.823529412,2.823529412,1,0.823529412,68,118.5058824,26.38842149,348.0422301,46.72576471,50.31073913,1.259395463,2.950588235,2.24,0.799944635,35.19882353,51.79028365,153.76,2.2823035,17,4.307439757,0.014601456,0.004712792,0.017979177,0.00385604,0,-2.707673052,3.2638,Orthorhombic,10.64307157,10.63622097,10.81999514,90,90,90
Ge,16,mp-32,2458.356252,1637.643748,0,7.378756301,2,2,10,0,2,73,0,282.4583011,72.63,0,72.63,2.01,0,0,39.43,0,0,0.2571353,1,5.041967969,0.000858627,0,0.000858627,0.000858627,0,0,0,Cubic,4.074959239,4.074959235,4.07495924,59.99999996,59.99999999,59.99999992
HIO3,7.5,mp-23963,9036.016762,6249.038529,6181.896771,4.461686775,1.8,3.4,2,0,20,117.4,84.3862548,486.3566741,35.181894,46.22734309,0.842137066,3.036,1.24,0.515736367,10.96542148,11.82069774,30.09289258,0.3616882,5,4.335262607,0.018230713,0.004260183,0.021986671,0.009520516,0.016585399,-0.940737322,3.213,Orthorhombic,5.71643709,5.89039595,8.00415994,90,90,90
CaNb2O6,19.5,mp-17101,6587.278577,4095.619929,3569.84148,1.853915589,1.777777778,2.666666667,0.888888889,0,36,117.1111111,26.42155872,207.4347788,35.76497111,31.43431041,2.372468923,2.76,2.44,0.975431528,45.82666667,59.90454926,163.76,1.5517395,9,4.493018409,0.01000233,0.00383692,0.013099376,0.002330336,0,-3.253529758,3.6052,Orthorhombic,5.27429004,5.94337408,15.18019783,90,90,90
Ca2Nb2O7,45,mp-13979,6829.741194,3811.153952,3576.352767,1.473815161,1.818181818,2.545454545,0.727272727,0,44,117.1818182,25.03749255,161.264412,34.36015818,29.04640515,1.964802202,2.661818182,2.44,1.04521262,53.33454545,66.39817363,163.76,2.3437393,11,4.30727089,0.010483779,0.004479443,0.01439433,0.002560704,0,-3.313694253,3.1001,Monoclinic,5.54829266,7.771140346,13.66033001,98.27688619,90,90
CaO,11.8,mp-2605,670.2187668,66.18873143,0,2.247333159,2,2,0,0,2,117.5,17.5,70.80431081,28.0385,12.0395,11.43441914,2.22,2.44,1.22,87.12,81.88,163.76,0.7919998,2,3.286686129,0.003135567,0.002072938,0.005966832,0.00106148,0,-3.323272566,3.6344,Cubic,3.421878339,3.421878344,3.42187834,60.00000004,59.99999999,60.00000004
CaS,9.3,mp-1672,702.7236924,348.190552,0,2.031346236,2,2,0,0,2,142,42,74.41697522,36.069,4.009,17.81170368,1.79,1.58,0.79,96.965,72.035,144.07,0.9693756,2,2.565497938,0.001451075,0.000520071,0.002119036,0.000850484,0,-2.487846417,2.378,Cubic,4.041992736,4.041992739,4.04199273,59.99999999,59.99999997,59.99999995
CaWO4,11.7,mp-19426,16815.9115,13923.94389,794.4097757,2.576718289,2,2.666666667,0.666666667,2.333333333,12,117.6666667,26.40496586,249.3389246,47.98566667,61.38881339,3.566251349,2.743333333,2.44,1.005744611,44.16,61.36665327,163.76,1.1547094,6,5.832173293,0.008119714,0.003202934,0.010684271,0.001900697,0,-2.732416663,4.3443,Tetragonal,5.331584962,5.334337241,6.889212671,112.7930888,112.7779695,89.96857739
CdBr2,4,mp-27934,6253.371193,5179.48608,2757.051259,4.871141879,2,3.333333333,10,0,6,156.6666667,55.62573345,421.2580392,90.74066667,15.32536097,29.47615694,2.536666667,1.27,0.598683741,31.08333333,13.1286159,27.85,0.646212,3,4.412563251,0.001726928,0.000338649,0.002000679,0.001099442,0,-0.890467427,2.938,Hexagonal,4.07383828,4.073838279,14.25503686,90,90,120
CdF2,8.33,mp-241,5431.810951,114.5887305,68.0386536,4.641623635,2,3.333333333,3.333333333,0,3,111.6666667,23.8059283,373.9097518,50.13693544,44.03653466,8.759045228,3.216666667,2.29,1.079516353,19.01666667,21.66103773,45.95,0.402265,3,6.029136554,0.006156019,0.002607152,0.008362253,0.002016876,0,-2.502766837,2.8977,Cubic,3.883826058,3.883826061,3.88382606,60.00000001,59.99999999,60.00000001
CdS,9.16,mp-672,6032.255066,4870.251625,385.2745537,3.973371571,2,2,5,0,4,131,53,253.4343909,72.237,40.177,24.9456154,2.135,0.89,0.445,37.29,12.36,24.72,0.5700647,2,4.575652708,0.001486016,0.000243289,0.001790581,0.001195117,0,-0.972579552,1.1162,Hexagonal,4.20653514,4.206535146,6.84292902,90,90,120
CdSe,9.53,mp-2691,5535.579814,2252.543293,0,4.678437452,2,2,10,0,2,138,60,299.2137285,95.6925,16.7215,46.38527572,2.12,0.86,0.43,37.945,11.705,23.41,0.6396264,2,5.300486625,0.001029675,0.000125663,0.001184233,0.000876431,0,-0.627580719,0.5101,Cubic,4.393137677,4.393137675,4.39313767,59.99999997,59.99999998,59.99999997
Nb2Cd2O7,1400,mp-560530,8631.562968,4824.538624,4818.041924,2.114607158,1.818181818,2.545454545,2.545454545,0,22,113.1818182,28.91938067,338.248541,47.51215818,42.10087566,2.097114113,2.787272727,1.84,0.863903308,31.63454545,38.83093784,100.76,1.5451175,11,5.857760106,0.010513078,0.003901089,0.013932846,0.004121892,0.005409513,-2.481842005,1.9354,Orthorhombic,7.443768628,7.530591733,7.481376836,120.2181295,119.8340227,89.99964281
CeO2,35.3,mp-20194,8543.970212,87.83323194,50.1054168,2.869099935,2,2.666666667,0.333333333,0.333333333,3,123.6666667,16.02775371,265.6493889,57.37133333,58.50931491,7.567458787,2.666666667,2.32,1.093658488,70.16,91.81074447,194.76,0.6478991,3,6.994758416,0.005307479,0.002395622,0.00733459,0.001502936,0,-3.945348217,1.8647,Cubic,3.866071229,3.866071226,3.86607123,60.00000005,60.00000008,60.00000007
Nb2CoO6,18.4,mp-540682,6946.713197,4049.747861,3632.659514,2.49396619,1.777777778,2.666666667,1.666666667,0,36,112.4444444,32.12514111,346.8039043,37.85999267,32.26918918,2.418269421,2.857777778,1.84,0.826905581,33.46111111,42.01901169,100.76,0.9825147,9,5.312053976,0.010256248,0.003380948,0.012974736,0.003939488,0,-2.700250677,2.3241,Orthorhombic,5.09799879,5.83211382,14.33002582,90,90,90
CoO,12.19,mp-715460,1618.868799,1136.789917,62.06838587,5.802262937,2,2,3.5,0,4,96.5,38.5,336.358182,37.466097,21.467097,12.58300499,2.66,1.56,0.78,31.475,26.235,52.47,0.222775,2,5.136133951,0.003765595,0.001449924,0.005687988,0.002186562,0,-1.330034741,0.588,Cubic,3.261908249,3.261908147,5.585305586,90.00000332,73.02179187,60.00000069
Cr2O3,10.33,mp-19399,1723.761656,888.4263224,856.3880201,3.391007808,1.6,2.4,2,0,10,110.2,30.37367281,291.2856287,30.39784,17.63490544,4.425245903,2.728,1.78,0.872018348,34.504,35.84093392,73.16,0.5217875,5,4.892943122,0.006983163,0.002592215,0.009591404,0.003331402,0,-2.348802716,2.4365,Trigonal,5.453309718,5.453309717,5.453309715,55.67345218,55.67345215,55.67345217
CsAlH24(SO10)2,5,mp-720464,8778.473203,7214.071064,7214.071064,0.876580359,1.479166667,1.854166667,0,0,192,49.20833333,88.98126168,130.9754492,11.8370623,19.8251341,0.03973525,2.690833333,2.65,0.674119281,14.78813705,56.77066921,396.4928926,4.3380572,48,1.411711247,0.077548984,0.01764975,0.101219199,0.011808625,0.788562345,-0.874353404,0.4281,Cubic,13.87885595,13.87885595,13.87885595,90,90,90
CsBr,6.39,mp-571222,7567.274043,2485.607107,0,2.098410574,1.5,2.5,5,0,2,181.5,14.5,104.1188436,106.404726,26.50072598,49.90228176,1.875,2.17,1.085,211.4,189.6,379.2,2.0439091,2,3.485262274,0.000864715,0.000501766,0.001537633,0.000333217,0,-1.809742475,4.2579,Cubic,5.234073674,5.234074226,5.23407327,59.99999927,59.99999581,60.00000449
